gene_id,length,HSC_1,HSC_2,CMP_1,CMP_2,CFUE_1,CFUE_2,Eryth_1,Eryth_2
ENSMUSG00000002266,3157,0,0,0,0,0,0,0,0
ENSMUSG00000002274,1241.03,313,458,335,1023,78,70,1,16.97
ENSMUSG00000002279,1858.09,335,220,278,746,13,82,33,20
ENSMUSG00000002280,1995.78,314,621,296,1198,432,154,52,45.88
ENSMUSG00000002289,2024.66,142,379,238,1294,0,16,16,17
ENSMUSG00000002297,2303.02,1950,3860,1821,7912,8260,6941,188,346
ENSMUSG00000002307,2402.05,765,1376,554,2609,892,474,27,55
ENSMUSG00000002308,1059.21,228,341,213,1083,0,4,12,18
ENSMUSG00000002319,2484.57,828.79,1610.78,1106.12,2506.93,1021.7,434.73,104.14,22.04
ENSMUSG00000002320,2198.67,1330.21,2807.22,1383.88,5623.07,2226.3,1270.27,71.86,165.96
ENSMUSG00000002324,2184,500,601,206,692,63,84,2,19
ENSMUSG00000002325,2448.1,2895,3676,1487,3993,5016,2438,586,866
ENSMUSG00000002326,1543,830,1194,858,3312,377,80,28,31
ENSMUSG00000002329,1733,578,1089,577,1702,74,237,25,90
ENSMUSG00000002332,1362.92,414,438,141,1022,5,154,49,67
ENSMUSG00000002341,7195,0,0,0,0,0,0,0,0
ENSMUSG00000002342,1847.33,250,679,374,873,200,147,43,69
ENSMUSG00000002343,908.44,43,165,233,518,0,68,15,1
ENSMUSG00000002345,738.99,329,549,330,1002,282,109,35,6
ENSMUSG00000002346,2358.57,59,290,214,466,1108,403,129,283
ENSMUSG00000002365,2411,1068,2217,1176,4186,297,208,158,180
ENSMUSG00000002372,2511,1435,2665,1621,4865,2608,1599,75,60
ENSMUSG00000002379,2661,243,571,458,1023,243,268,48,26
ENSMUSG00000002384,2133,0,0,0,0,0,26,0,3
ENSMUSG00000002393,691.94,105,70,20,175,25,27,5.04,48
ENSMUSG00000002395,874.6,1811,2921,1548,4008,793,393,85,138
ENSMUSG00000002396,1850.43,383,902,224,776,430,240,14.96,17
ENSMUSG00000002409,2459.24,194,284,104,211,330,297,18,60
ENSMUSG00000002413,8283.57,2439,3328,1913,7057,1329,989,310,574
ENSMUSG00000002416,797.58,510,607,585,1109,95,188,68,35
ENSMUSG00000002428,4399.47,3255,8082,3159.96,7715,1372,722,95,399
ENSMUSG00000002455,3044.39,2964,8949,3565,11611,1656,1093,92,266
ENSMUSG00000002458,1316.85,1417,2933,1234,3674,870,246,316,568
ENSMUSG00000002459,1181.57,0,0,0,0,0,0,7,0
ENSMUSG00000002475,1726.25,0,0,0,0,0,0,0,0
ENSMUSG00000002477,837,2894.21,7012,5088,14003,1749,880.99,95,107.98
ENSMUSG00000002486,2261.51,463,1217,393,1235,771,322,20,13
ENSMUSG00000002489,3964.76,1535,2364,1725,6277,1201,449,295,312
ENSMUSG00000002496,6018,995,1369,776,3166,483,458,76,275.89
ENSMUSG00000002500,1002.33,0,0,0,9,0,0,0,0
ENSMUSG00000002504,1688,78,87,36,92,0,0,0,3
ENSMUSG00000002524,1874.81,2942,4945,3165,8990,1375,1280,162,269
ENSMUSG00000002546,3602.61,1778,4998,2840,7372,3040,1939,80,135
ENSMUSG00000002550,1751.87,707,1042,608,2027,492,220,15.94,10
ENSMUSG00000002565,2995,94,268,690,1749,0,0,20,31
ENSMUSG00000002578,2688,3,27,0,0,0,0,0,1
ENSMUSG00000002580,747,328,243,136,575,72,35,58,44
ENSMUSG00000002588,1105.25,0,1,0,0,0,0,0,0
ENSMUSG00000002602,3390.09,280,333,85,172,2143,1297,478,595
ENSMUSG00000002603,2130.06,709,1415,1143,5465,547,328,362,495
ENSMUSG00000002608,1866.47,441,1059,566,1271,854,434,162,330
ENSMUSG00000002617,2574.77,1102,1079,521,1890,4,0,13,44
ENSMUSG00000002625,2075,2031,3231,1293,4269,2803,1344,160,207
ENSMUSG00000002633,2692,0,0,0,0,0,0,0,0
ENSMUSG00000002635,1285.58,280,513,716,1758,34,183,27,35
ENSMUSG00000002658,1717,1908,4859,2591,8107,2308,1649,184,157
ENSMUSG00000002660,1207,475,1029,1186,2544,180,142,40,21
ENSMUSG00000002661,783.46,155,206,255,418,0,40,2,1
ENSMUSG00000002664,474,0,0,0,0,0,0,0,0
ENSMUSG00000002668,2520,406,608,159,342,111,52,79,186
ENSMUSG00000002679,1045.19,800,1536,999,2630,1466,734,55,7
ENSMUSG00000002688,3778,0,0,0,0,0,0,0,0
ENSMUSG00000002699,2854.2,2057,4074,845,3592,763,333,402,921
ENSMUSG00000002718,2631.81,4400,9047,5192,19696,4460,2354,501,586
ENSMUSG00000002728,1199.58,875.33,1565.52,1116.94,2997.36,397.12,195,114.38,87
ENSMUSG00000002731,1525.93,329,434,466,1297,53,29,35,61
ENSMUSG00000002732,813.97,135,221,183,301,30,2,0,8
ENSMUSG00000002733,2373.84,858,1383,600,2310,108,73,68,34
ENSMUSG00000002741,2430.65,1081,2285,972,3111,367,395,82,74
ENSMUSG00000002748,5925.91,12478,27984,14588,44640,20467,14040,558,1184
ENSMUSG00000002763,3220.26,683,1298,497,2308,119,150,40,33
ENSMUSG00000002767,999.82,698,1380,1144,3247,220,134,38,39
ENSMUSG00000002768,840,667,807,875,1769,44,87,37.88,34
ENSMUSG00000002769,945,0,0,0,0,0,0,0,0
ENSMUSG00000002771,5431,25,11,0,48,0,0,2,1
ENSMUSG00000002778,1591.71,1249,1968,1091,4246,1080,363,141,288
ENSMUSG00000002781,1403.5,333,779,225,670,43,23,1,16
ENSMUSG00000002791,2342,9,36,1,3,0,0,0,0
ENSMUSG00000002797,995.49,423,632,404,1229,109,34,8,4
ENSMUSG00000002799,4054,221,451,81,274,0,0,0,0
ENSMUSG00000002803,1975,160,108,91,410,27,23,17,9
ENSMUSG00000002804,793,195,419,285,514,28,28,1,5
ENSMUSG00000002808,2386,94,738,650,1960,374,436,100,148
ENSMUSG00000002812,2534.99,4326,5978,3406,11572,1739,983,199,150
ENSMUSG00000002814,3202.73,896,1723,898,2975,416,356,34,121
ENSMUSG00000002820,2541,271,191,137,476,2759,2276,142.02,230.18
ENSMUSG00000002825,1319,340,515,346,948,24,15,1,27
ENSMUSG00000002831,5755.5,0,0,0,0,0,0,0,0
ENSMUSG00000002833,2251,1363,3763,1866,5887,2747,1357,45,23
ENSMUSG00000002835,3308,1553,3773,2567,7595,3435,2207,123.24,120.76
ENSMUSG00000002844,1583,901,773,703,1612,111,132,86,96
ENSMUSG00000002845,877.17,425,1077,659,1389,199,64,65,80
ENSMUSG00000002846,1573,689,1249,907,3789,163,244,16,12
ENSMUSG00000002847,1972,0,0,0,0,0,0,0,36
ENSMUSG00000002870,3370,5342,11958,9191,24867,10064,5519,386,490
ENSMUSG00000002871,1268.73,626,748,535,1222,1342,671,439,655
ENSMUSG00000002881,3740.07,2089,5499,2591,6176,782,308,132,174
ENSMUSG00000002885,2328.35,693,1154,617,1480,903,632,293.11,800.93
ENSMUSG00000002897,3970,3571,6594,2960,8996,1871,824,141,273
ENSMUSG00000002900,2538.38,0,0,0,32,132,43,0,0
ENSMUSG00000002908,4042.09,21,24,29,29,0,12,20,19
ENSMUSG00000002910,2329,177,210,259,440,517,736,117,114
ENSMUSG00000002930,1738,0,0,0,0,0,0,0,0
ENSMUSG00000002944,3566,73,75,18,323,9120,6940,6822,10707
ENSMUSG00000002948,2688,1301.92,2830,989,4557,777,302,124,71
ENSMUSG00000002949,1692.98,2206,4855,3436,9189,859,528,43,113
ENSMUSG00000002957,4639,2141,4709,1692,5123,8523,6218,578.89,1059.99
ENSMUSG00000002963,1486.89,558,900,330,1369,1150,468,109,156
ENSMUSG00000002968,2297,135,568,336,1035,144,164,43,87
ENSMUSG00000002980,2429,71,103,0,17,0,0,0,0
ENSMUSG00000002981,4130,1082,2387,1593,4304,2178,1358,138,204
ENSMUSG00000002983,1734.81,269,286,74,199,0,102,10,0
ENSMUSG00000002984,1679.47,512,1077,990,2389,230,133,40,52
ENSMUSG00000002985,1064.06,1977,4947,8225,22696,3840,2378,251,279
ENSMUSG00000002992,569,32,0,0,0,0,1,24,24
ENSMUSG00000002996,1880.29,2976,5032,2693,5969,2596,1682,2535,3727
ENSMUSG00000002997,3160.86,2840,6828,5637,14054,9006,5923,1077,1859
ENSMUSG00000003031,3158.17,2982,7562,2888,7901,8985,4097,3011,4825
ENSMUSG00000003032,3029,486,1273,94,671,193,103,106,78
ENSMUSG00000003033,1979.28,1749,3493,2320,6721,1190,478,302,324
ENSMUSG00000003037,1253.19,4695,11382,5009,15112,3936,1957,202,295
ENSMUSG00000003038,1167.62,9826.63,15868.87,8527.1,21054.9,10158.66,7374.49,3763.11,5990.3
ENSMUSG00000003039,1910,2191,3485,1263,4848,816,730,360,647
ENSMUSG00000003051,1510.33,0,0,0,0,0,0,0,0
ENSMUSG00000003053,2121.33,0,0,0,0,0,0,0,0
ENSMUSG00000003062,1283,199,490,319,782,116,86,35,53
ENSMUSG00000003068,1622.03,1926,4402,1944,7122,19551,7155,242,380
ENSMUSG00000003070,2131,0,0,0,0,0,0,0,0
ENSMUSG00000003072,899.24,295,523,684,1640,533,172,114,184
ENSMUSG00000003099,1686.08,2317,3256,2005,6634,448,339,81,109
ENSMUSG00000003119,4486.35,4100,8803,4518,13740,6370,3300,3287,4928
ENSMUSG00000003123,2936.68,361,421,323,1200,12,119,21,46
ENSMUSG00000003131,4241,5134,9089,4726,13266,2767,1546,196,385
ENSMUSG00000003134,4277.34,841,957,276,979,299,195,165.04,325.07
ENSMUSG00000003135,2942.78,1385,3306,1312,2706,940,344,73,79
ENSMUSG00000003153,4631.44,4012,7934,1544,3756,880,511,211,178
ENSMUSG00000003154,4738.9,566,1127,451,1383,546,306,98,35
ENSMUSG00000003161,1534.75,3948,5477,2458,7847,3535,1816,532,712
ENSMUSG00000003166,4037.98,1949.9,3232,1813,5719.45,2261.03,995.65,32.67,265
ENSMUSG00000003178,2893,108,298,435,1454,3996,3002,685,592
ENSMUSG00000003184,1113.78,1370,1768,1190,3645,779,360,33,63
ENSMUSG00000003190,969.26,382,517,373,1007,55,77,10,49
ENSMUSG00000003198,2028,458.06,481.65,300,1088.57,222,78,48.29,82
ENSMUSG00000003199,983.91,823,1212,332,1841,208,30,14,37
ENSMUSG00000003200,2072,902,1313,748,1898,945,533,57,50
ENSMUSG00000003206,1170,304,308,117,369,333,46,33,32.26
ENSMUSG00000003208,1311,362,728,478,1130,52,68,2,3
ENSMUSG00000003226,9477,25080,49855,34922,99500,30690,18594,2856,4278
ENSMUSG00000003227,3637,148,379,0,11,0,0,0,0
ENSMUSG00000003228,3165,270,329,172,496,271,208,42.36,26
ENSMUSG00000003233,2517.64,152,183,187,840,169,41,55,64
ENSMUSG00000003234,2298.98,1224,1658,930,3120,707,338,48,129
ENSMUSG00000003235,2807.17,2015,3673,2950,8256,490,407,60,50
ENSMUSG00000003269,2067.66,1015,2369,1064,1821,1253,614,66,74
ENSMUSG00000003271,760.2,0,60,0,16,0,0,0,0
ENSMUSG00000003273,1585,21,11,0,0,0,0,0,0
ENSMUSG00000003279,3474.31,0,0,0,0,0,7,0,1
ENSMUSG00000003282,4316.49,1437,1114,148,624,297,41,8,42
ENSMUSG00000003283,2090.02,548,370,67,376,1158,397,314,206
ENSMUSG00000003299,1285,484,629,519,1618,359,141,27,119
ENSMUSG00000003308,3237.38,1651,2962,1710,4981,2510,1345,48,114
ENSMUSG00000003309,1732,12,0,21,23,0,0,0,5
ENSMUSG00000003316,4643.66,3107,5420,3778,10750,5483,2942,334,455
ENSMUSG00000003341,4411,0,0,0,0,0,14,0,0
ENSMUSG00000003344,1287.2,547,588,375,1428,289,113,30,53
ENSMUSG00000003345,2263.39,3073,6626,2786,8221,1879,1148,97,103
ENSMUSG00000003346,1445.44,365,423,411,834,151,289,68,283
ENSMUSG00000003348,2644,2816,3370,1684,4844,843,265,50.78,128.6
ENSMUSG00000003352,2744.5,0,0,0,0,0,23,0,0
ENSMUSG00000003354,1890,4,0,0,0,0,0,0,0
ENSMUSG00000003355,731,39,147,177,388,0,9,2,4
ENSMUSG00000003360,1704.62,1912,5224,3330,8909,3180,2169,60,115
ENSMUSG00000003363,1766.15,416,620,142,323,974,474,542,752
ENSMUSG00000003378,3836,298,513,146,440,75,90,33,105
ENSMUSG00000003379,1457,8,1,0,0,396,192,4,7
ENSMUSG00000003380,875,957,1007,600,1575,73,98,23,88
ENSMUSG00000003382,5165.39,2537,5022,1138,2753,123,242,32,67
ENSMUSG00000003402,2002.53,2064,4656,3018,8482,2108,792,69,126
ENSMUSG00000003410,5027,0,0,0,0,0,0,0,0
ENSMUSG00000003411,1472.5,0,0,0,0,0,0,0,0
ENSMUSG00000003418,7618,196,189,1329,4210,156,103,6,110
ENSMUSG00000003420,1738,493,557,89,305,292,154,11,61
ENSMUSG00000003421,1139.64,1014,1461,979,2829,550,300,120,94
ENSMUSG00000003423,845.89,552,650,526,1666,162,54,70,158
ENSMUSG00000003429,602,8993.91,16926.94,11707.78,25153.54,1381,1449,1077.53,1606.95
ENSMUSG00000003435,3509,2832,5917,3310,8548,2256,1075,155,184
ENSMUSG00000003436,2618,9,0,0,0,0,0,0,0
ENSMUSG00000003437,1210.24,2585,5582,3078,8572,450,448,93,144
ENSMUSG00000003438,1390.58,719,813,1195,2707,358,87,31,48
ENSMUSG00000003444,1281,240,891,281,994,102,34,25,56
ENSMUSG00000003452,4210.92,1749,2589,990,2577,106,56,4,96
ENSMUSG00000003458,2084.33,664,1516,815,2372,746,456,257,216
ENSMUSG00000003464,1732.83,1140,2087,727,2650,734,259,178,147
ENSMUSG00000003469,2838,13,82,29,216,1019,841,160,168
ENSMUSG00000003476,1696,0,0,0,0,0,0,0,6
ENSMUSG00000003477,998,0,0,0,0,0,0,0,0
ENSMUSG00000003484,1629.36,26,29,34,16,199,49,39,120
ENSMUSG00000003500,1636.87,1457,2728,705,3278,139,187,63,86
ENSMUSG00000003505,1258,0,0,0,0,0,0,0,0
ENSMUSG00000003518,4141.98,182,322,125,852,135,51,25,45
ENSMUSG00000003526,2084.63,769,1431,858,2557,42,33,6,67
ENSMUSG00000003527,2819,757,1082,352,2266,303,144,2,20
ENSMUSG00000003528,1181.51,780,1271,1060,2638,171,77,29,58
ENSMUSG00000003531,795.78,251,404,240,608,0,11,16,6
ENSMUSG00000003534,749,6,0,0,0,0,8,3,0
ENSMUSG00000003541,1131,1678,4291,982,2689,80,6,26,64
ENSMUSG00000003545,3751,6795,21655,2806,9659,58,65,33,55
ENSMUSG00000003546,2322,412,643,203,627,204,134,9,4
ENSMUSG00000003549,925.21,205,471,232,653,25,11,18,19
ENSMUSG00000003555,920.33,0,0,0,0,0,0,0,0
ENSMUSG00000003559,1751,1286,1971,1166,2946,16,8,16,24
ENSMUSG00000003573,1789.65,473,883,245,878,0,0,5.42,23.33
ENSMUSG00000003575,4374.36,349,720,98,1019,49,51,62,88
ENSMUSG00000003581,1249.15,425,422,220,492,570,164,9,24
ENSMUSG00000003585,2130.07,85,225,82,341,1329,867,11,22
ENSMUSG00000003604,1081.47,500,856,481,1867,149,54,16,42
ENSMUSG00000003617,1827.47,25,0,13,5,20,61,14,7
ENSMUSG00000003623,2932.34,3337,5731,2241,5244,375,218,157,136
ENSMUSG00000003644,2933.31,3164,4640,2697,8597,4035,2258,386,629
ENSMUSG00000003657,1430,0,0,0,0,0,0,0,0
ENSMUSG00000003660,4641.59,10840,21032,11340,36511,7125,5107,447,624
ENSMUSG00000003662,2342.31,1019,1511,742,2581,429,394,71,123
ENSMUSG00000003665,2090,0,0,0,0,0,0,0,0
ENSMUSG00000003680,1225.39,545,1306,647,1636,1337,538,126,152
ENSMUSG00000003721,1274.58,242,495,319,740,120,142,42,89
ENSMUSG00000003731,4897.07,1502,2325,1596,4950,1043,715,144,258
ENSMUSG00000003746,4742.76,7282,11774,4101,12607,8345,5300,1484,2429
ENSMUSG00000003752,2193.79,287,618,234,620,81,16,2,4
ENSMUSG00000003762,1969.66,221,546,309,559,0,57,5,9
ENSMUSG00000003778,2777.03,4614,8320,4538,12674,16617,9880,495,886
ENSMUSG00000003779,3565,1790,3384,2868,6637,7064,4429,292.39,361.81
ENSMUSG00000003808,1967.74,3132,4576,3246,11306,1087,745,72,78
ENSMUSG00000003809,1512.76,544,1338,502,1433,685,578,54,159
ENSMUSG00000003810,3313.85,547,1047,764,2184,5057,3378,88,151
ENSMUSG00000003812,1462.37,887,1043,887,2408,2870,2097,264.75,385.74
ENSMUSG00000003813,1715.5,583,1207,750,2802,8098,5064,2421.4,3659.91
ENSMUSG00000003814,1426.78,25445,55976,40131,112372,19008,10166,1638,2151
ENSMUSG00000003824,758.86,1010,1264,1263,3744,141,211,136,192
ENSMUSG00000003847,5624.51,5161,8262,2099,7968,1969,681,313,693
ENSMUSG00000003848,1479.05,702,1469,776,2301,219,92,42,44
ENSMUSG00000003849,1553,54,168,147,461,766,717,74,79
ENSMUSG00000003863,3030.57,0,0,0,0,2,0,7,0
ENSMUSG00000003865,2809.04,413,653,327,1084,182,85,150,230
ENSMUSG00000003868,1840.96,2605,5843,3789,11128,670,376,124,265
ENSMUSG00000003872,508.8,0,13,0,36,0,0,3,0
ENSMUSG00000003873,869,229,216,301,854,30,88,12,22
ENSMUSG00000003882,3208,349,528,218,76,1094,366,22,39
ENSMUSG00000003923,1433.99,2530,4076,2562,7556,451,383,98,84
ENSMUSG00000003929,6639,1304,2818,1218,3494,280,220,36,76
ENSMUSG00000003934,3183,0,6,2,71,68,28,0,18
ENSMUSG00000003948,2527.14,556,1373,707,2405,375,75,60,112
ENSMUSG00000003949,4288.51,9123,11601,794,3351,0,30,24,101
ENSMUSG00000003955,635,539,949,799,1831,194,66,26,95
ENSMUSG00000003970,862,17845,31600,26630,64691,6389,5105,980.24,2027.31
ENSMUSG00000003974,3536,0,0,0,0,0,0,0,0
ENSMUSG00000003992,1562.5,2055,3322,1527,4509,1133,804,108,181
ENSMUSG00000004018,1196.62,610,1454,1034,2338,1494,1163,112.29,90.23
ENSMUSG00000004031,3340,0,0,0,0,154,57,87,46
ENSMUSG00000004032,685.3,294,609,630,2314,560,397,81,65
ENSMUSG00000004035,1102.82,150,156,7,78,0,0,1,1
ENSMUSG00000004038,1311,0,0,0,0,0,0,0,0
ENSMUSG00000004040,2387.75,4169,7424,2340,7756,371,365,178,287
ENSMUSG00000004043,3563.05,2268.94,5080.75,2482.14,7785.76,406,224.4,101.58,93.67
ENSMUSG00000004044,3491,449,1162,554,1202,0,0,8,0
ENSMUSG00000004054,3801,1026,1709,857,2622,597,359,49,111
ENSMUSG00000004056,2559.3,1862.64,4217.43,2016.51,6005.97,1352.65,790.03,211.36,334.28
ENSMUSG00000004069,2513.48,1792,4637,2064,6780,647,299,57,51
ENSMUSG00000004070,1710.88,2316,4102,1658,4837,184,217,127.33,112.1
ENSMUSG00000004071,2538.27,429,696,525,1643,148,128,50.67,50.9
ENSMUSG00000004085,5897.49,3496,5897,4241,12263,3673,3076,533,864
ENSMUSG00000004096,1111,2695,5097,3483,9020,1824,758,170,164
ENSMUSG00000004098,5023,0,0,0,66,0,29,0,0
ENSMUSG00000004099,5345.43,13681,31812,18866,57438,22527,13052,616,616
ENSMUSG00000004100,1394.02,2163,4194,3246,8472,521,121,12,65
ENSMUSG00000004105,3339,84,210,111,444,1,4,12,0
ENSMUSG00000004110,4502.82,20,15,122,333,303,190,21,45
ENSMUSG00000004113,9655,14,1,9,0,0,18,0,0
ENSMUSG00000004127,2291.27,554,1349,379,1591,574,220,45,16
ENSMUSG00000004151,2054.61,48,67,84,13,21,4,3,10
ENSMUSG00000004187,3143,32,137,0,23,57,14,9,11
ENSMUSG00000004207,2586.55,8814,13872,5715,15412,11801,6364,2170,2799
ENSMUSG00000004221,3037.51,1994,3830,1746,4368,1228,850,121,262
ENSMUSG00000004231,3089,0,0,0,0,0,0,0,0
ENSMUSG00000004233,4410,460,860,247,1208,42,14,0,71
ENSMUSG00000004263,4433,353,664,303,845,14,25,174,238
ENSMUSG00000004264,1331.17,4010.26,7078.18,7009.1,19341.28,1557.29,893.93,289.47,283.08
ENSMUSG00000004266,1320.26,7489,13476,5247,15094,3077,1010,290,484
ENSMUSG00000004267,1812.61,58,89,0,10,0,0,0,0
ENSMUSG00000004268,1030.43,1855,3407,2697,6883,1189,851,173,311
ENSMUSG00000004270,2044.69,767,1469,1018,2413,7393,2856,545,1001
ENSMUSG00000004285,696.48,922,2222,1007,1946,477,149,121,221
ENSMUSG00000004296,1902.5,0,0,0,0,0,0,0,0
ENSMUSG00000004317,6505.89,748,919,323,957,171,114,104,2
ENSMUSG00000004319,4743.3,3032,5927,2327,7884,49229,29312,11581.76,17384
ENSMUSG00000004328,1705.69,145,170,82,594,0,3,8,9
ENSMUSG00000004341,859.5,0,0,0,0,0,0,0,0
ENSMUSG00000004344,1651.5,0,0,0,0,0,0,0,0
ENSMUSG00000004347,4655.76,141,257,66,305,14,16,2,24
ENSMUSG00000004356,8831,2642,5856,4116,13494,146,152,139,212
ENSMUSG00000004359,1763,78,85,76,73,603,171,49,41
ENSMUSG00000004360,5644,0,0,0,0,0,2,4,0
ENSMUSG00000004364,1660.17,7531,14601,7466,25846,6977,4059,765,1173
ENSMUSG00000004366,599,0,0,0,0,0,0,0,0
ENSMUSG00000004371,990,3,0,0,20,0,0,0,0
ENSMUSG00000004383,3748.57,270,492,224,685,0,17,1,2
ENSMUSG00000004393,1590.58,1068,1289,947,2577,163,35,80,40
ENSMUSG00000004394,1887.42,1191,2445,721,2660,169,112,64,120
ENSMUSG00000004415,1183.2,0,0,0,0,0,0,0,0
ENSMUSG00000004446,2189,634,726,826,2418,331,150,162.13,322.23
ENSMUSG00000004451,2289,485,574,270,792,98,175,24,81
ENSMUSG00000004455,1943.53,5134.12,11272.91,6028.54,17828.26,3789.2,4567.15,641.47,1333.74
ENSMUSG00000004460,1909.49,2113,4911,2569,7674,4396,2911,135,430
ENSMUSG00000004462,2702,567,806,1004,3012,2766,1741,79,140
ENSMUSG00000004473,1952,58,307,238,328,0,0,6,4
ENSMUSG00000004500,4456.61,634,767,459,1414,159,75,36,51
ENSMUSG00000004508,5997,1321,2765,1115,4084,273,243,59,107
ENSMUSG00000004530,3391.58,3842,8845,4556,12857,2138,1444,141.19,319
ENSMUSG00000004535,3072.69,15053,26771,13706,42053,11459,7211,2265,3315
ENSMUSG00000004540,2100,0,0,0,0,0,0,0,0
ENSMUSG00000004542,1458.75,0,0,0,0,0,0,4,0
ENSMUSG00000004552,2126,359,1788,1899,4370,75793,43264,11970,19685
ENSMUSG00000004558,2115,186,203,57,227,38,80,25,8
ENSMUSG00000004561,1364.99,413,489,288,687,76,0,0,18
ENSMUSG00000004562,1506.88,821,1424,602,1277.01,705,223,7,0
ENSMUSG00000004565,4437,444,970,378,1361,3223,1798,182,182
ENSMUSG00000004567,1338.51,444,689,250,757,1930,761,69,115
ENSMUSG00000004568,4871.13,3334,5188,2032,6424,604,176,124,142
ENSMUSG00000004591,4729.3,5137,8857,4782,14448,14084,9397,2672,3880
ENSMUSG00000004609,2488,748,1219,170,287,223,85,194,259
ENSMUSG00000004610,846.97,2701,4391,4823,13158,532,595,189,159
ENSMUSG00000004612,878,604,770,985,2388,112,114,271,497
ENSMUSG00000004613,879,0,0,0,41,0,0,0,0
ENSMUSG00000004626,1675.84,2494,3783,1912,5699,822,436,197,306
ENSMUSG00000004630,1447,2,0,0,0,0,0,0,0
ENSMUSG00000004631,1622.77,470,553,78,291,0,10,0,0
ENSMUSG00000004633,1778.74,571,831,528,1192,141,56,11,29
ENSMUSG00000004637,2281.99,487,814,313,1107,130,232,15,65
ENSMUSG00000004642,1643.96,4506,9061,6052,17053,14936,8317,602,1027
ENSMUSG00000004651,3307,0,0,0,0,0,0,0,0
ENSMUSG00000004654,1598,0,0,0,0,0,0,3,0
ENSMUSG00000004655,2627,419,3800,5010,15974,54177,37111,1982,2504
ENSMUSG00000004661,2530.72,280,293,106,307,36,66,47,38
ENSMUSG00000004665,2366.29,3117,3104,2114,6827,1201,491,373,435
ENSMUSG00000004667,1083.87,1066,2415,1920,5588,468,161,106,134
ENSMUSG00000004668,14601.99,2341,944,252,667,1583,812,569,1220
ENSMUSG00000004677,7187.02,3347,6096,2706,7729,3122,2463,267,244
ENSMUSG00000004698,4422,682,901,351,1359,212,77,2,42
ENSMUSG00000004707,2396.17,1264,2138,730,2381,740,178,70,81
ENSMUSG00000004709,2745.9,1035,2223,603,2414,2,81,20,44
ENSMUSG00000004730,3245,238,76,56,319,852,910,228,229
ENSMUSG00000004748,1411,94,476,204,835,73,115,36,13
ENSMUSG00000004768,1920.21,201,544,157,339,365,100,11,28
ENSMUSG00000004771,1524.57,2419,4397,1801,5608,1421,731,321,604
ENSMUSG00000004788,758.5,628,1483,656,2138,656,264,40,66
ENSMUSG00000004789,2767,3465,7498,4936,14621,5283,4200,199,189
ENSMUSG00000004791,1582,9,6,0,0,0,5,0,0
ENSMUSG00000004798,4479.06,2157,3784,1734,4932,786,309,219,260
ENSMUSG00000004814,1289,0,0,0,0,0,0,0,0
ENSMUSG00000004815,2361,699,507,419,664,174,83,31.7,19
ENSMUSG00000004821,763,0,0,0,0,0,0,0,0
ENSMUSG00000004837,1662,24,3,0,24,43,9,0,0
ENSMUSG00000004842,1503.4,0,0,0,8,0,0,0,0
ENSMUSG00000004843,1838,1178,1994,1108,3152,112,61,118,214
ENSMUSG00000004846,1515.29,619,1324,1054,2757,156,203,111,179
ENSMUSG00000004849,781.24,348,606,535,1875,188,120,10,19
ENSMUSG00000004864,1370.93,157,86,0,20,12,47,46,51
ENSMUSG00000004865,4009.35,6254,11717,6451,19718,1162,950,182,328
ENSMUSG00000004872,3404,0,0,0,0,0,0,0,0
ENSMUSG00000004880,3138.09,8184,13659,8532,25259,67488,46056,1823.68,3464.09
ENSMUSG00000004885,794.5,0,0,0,39,0,0,0,0
ENSMUSG00000004891,5958,69,49,0,20,0,0,0,0
ENSMUSG00000004892,1424,0,0,0,0,0,0,0,0
ENSMUSG00000004894,1307,0,0,0,0,0,0,0,0
ENSMUSG00000004895,2099,1068,1759,948,3477,492,299,89,159
ENSMUSG00000004896,3160.58,659,974,498,1689,206,156,9.27,12.43
ENSMUSG00000004897,2198.32,7676,20450,16495,48690,16658,6759,820,1151
ENSMUSG00000004902,1367,11,0,0,0,0,2,3,0
ENSMUSG00000004929,2417.71,705,1016,739,2555,192,93,17,2
ENSMUSG00000004931,2106,205,318,183,727,0,69,7,10
ENSMUSG00000004933,1969.44,768,1209,592,1429,65,43,5,12
ENSMUSG00000004934,2340.45,219,383,499,866,602,637,63,59
ENSMUSG00000004936,2285.07,1463,2611,1051,4399,860,272,125,95
ENSMUSG00000004937,1969,636,1177,1027,2451,411,307,106,64
ENSMUSG00000004939,1840,0,0,0,0,0,0,0,0
ENSMUSG00000004945,922.54,561,427,604,1527,34,71,19,15
ENSMUSG00000004947,3499.38,206,207,227,539,112,6,38,75
ENSMUSG00000004948,1028.5,0,0,0,0,0,0,0,0
ENSMUSG00000004951,916.5,0,4,16,14,0,0,0,0
ENSMUSG00000004952,2834.44,993,1623,1088,3682,44,66,12,24
ENSMUSG00000004961,1747,22,0,0,0,0,0,9,0
ENSMUSG00000004980,3060.76,20797,53098,31244,86703,27621,24238,2022,3067
ENSMUSG00000004988,1199,0,4,0,0,0,0,6,0
ENSMUSG00000004994,1420.82,114,359,207,680,252,43,24,136
ENSMUSG00000004996,2052,429,455,562,1059,61,34,19,18
ENSMUSG00000005034,4265.45,8203,13856,6400,17096,949,601,184,342
ENSMUSG00000005043,3380.79,755,1250,272,1037,128,113,42,15
ENSMUSG00000005045,6901.6,0,38,3,14,0,0,0,0
ENSMUSG00000005054,599,166,563,258,825,0,33,40,44
